"","X.1","X","S_ID","S_gend","S_SES","num_tchrs","phys","tchr1","tchr2","tchr3","tchr4","tchr5","tchr6","tchr7","tchr8","tchr9","tchr10","tchr11","tchr12","w1","w2","w3","w4","w5","w6","w7","w8","w9","w10","w11","w12","Math","t10_exp","t1_exp","t2_exp","t3_exp","t4_exp","t5_exp","t6_exp","t7_exp","t8_exp","t9_exp","t11_exp","t12_exp","phys_tchr","SAT_M","female","NB"
"2971",2971,2971,2971,1,10.3380042185752,1,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,412.679786716296,0,8.63967659646806,0,0,0,0,0,0,0,0,0,0,0,378,0,0
"2972",2972,2972,2972,0,9.52912360489625,6,0,46,54,20,49,27,5,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,458.232427894821,0,11.0806765260795,11.336725230796,14.7281041532495,11.04926962007,10.8196537490001,11.2888051365165,0,0,0,0,0,0,560,1,0
"2973",2973,2973,2973,1,13.8041742055855,3,1,19,39,32,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,469.764595092763,0,13.9804579273837,9.11173690987654,9.60335949708028,0,0,0,0,0,0,0,0,8,532,0,0
"2974",2974,2974,2974,1,13.9256574092942,3,0,37,11,50,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,507.081803828983,0,14.0426112520509,9.29957302994508,11.1255603693714,0,0,0,0,0,0,0,0,0,733,0,0
"2975",2975,2975,2975,0,10.1419344219232,3,0,19,22,44,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,337.70294757007,0,13.9804579273837,9.80367878257245,11.3092300060931,0,0,0,0,0,0,0,0,0,262,1,0
"2976",2976,2976,2976,1,12.9866624066627,2,0,26,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,431.677128404973,0,8.83553574538857,11.2888051365165,0,0,0,0,0,0,0,0,0,0,455,0,0
"2977",2977,2977,2977,0,8.6511068194591,6,1,30,24,25,6,36,14,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,381.776831955345,0,10.1384996975031,9.51271047069275,11.0426857338776,6.70776596349245,11.8739321105798,10.3871985168316,0,0,0,0,0,3,354,1,0
"2978",2978,2978,2978,0,13.9714674893801,1,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,481.095831545246,0,8.11225407772147,0,0,0,0,0,0,0,0,0,0,0,604,1,0
"2979",2979,2979,2979,1,15.0491263425384,2,0,20,40,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,411.662907730579,0,14.7281041532495,13.1075611039344,0,0,0,0,0,0,0,0,0,0,356,0,0
"2980",2980,2980,2980,0,12.1655186664187,4,0,30,34,47,53,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,439.01623725778,0,10.1384996975031,11.66787751479,7.17406798003331,9.64516503595887,0,0,0,0,0,0,0,0,484,1,0
"2981",2981,2981,2981,1,12.1001727586863,1,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,389.030703720204,0,10.5774280615315,0,0,0,0,0,0,0,0,0,0,0,336,0,0
"2982",2982,2982,2982,0,14.0215287039832,4,1,1,34,22,4,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,448.710336555078,0,8.98849581602542,11.66787751479,9.80367878257245,6.76306352594885,0,0,0,0,0,0,0,17,545,1,0
"2983",2983,2983,2983,0,13.4613227430284,2,0,13,56,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,488.764146168868,0,10.7984362537483,11.2095714437702,0,0,0,0,0,0,0,0,0,0,625,1,0
"2984",2984,2984,2984,1,15.828028827291,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,460.562736164637,0,10.7250079784901,0,0,0,0,0,0,0,0,0,0,0,589,0,0
"2985",2985,2985,2985,0,15.0058136952701,2,0,39,24,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,450.76750640377,0,9.11173690987654,9.51271047069275,0,0,0,0,0,0,0,0,0,0,640,1,0
"2986",2986,2986,2986,0,17.4405717591496,6,0,45,50,17,24,44,40,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,398.921928190622,0,8.63967659646806,11.1255603693714,9.51628646755361,9.51271047069275,11.3092300060931,13.1075611039344,0,0,0,0,0,0,287,1,0
"2987",2987,2987,2987,1,10.4419945721177,2,0,17,56,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,458.917284066696,0,9.51628646755361,11.2095714437702,0,0,0,0,0,0,0,0,0,0,473,0,0
"2988",2988,2988,2988,0,13.9180610213208,1,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,405.908295561458,0,8.63967659646806,0,0,0,0,0,0,0,0,0,0,12,357,1,0
"2989",2989,2989,2989,1,14.0519017991128,1,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,529.239258143482,0,11.5123969955704,0,0,0,0,0,0,0,0,0,0,0,703,0,0
"2990",2990,2990,2990,1,12.3961890224243,1,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,537.42864484438,0,11.8696938380526,0,0,0,0,0,0,0,0,0,0,20,748,0,0
"2991",2991,2991,2991,0,8.47479625213034,1,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,416.338737519582,0,7.17406798003331,0,0,0,0,0,0,0,0,0,0,17,346,1,0
"2992",2992,2992,2992,0,11.9735149867759,1,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,411.283558719835,0,11.0806765260795,0,0,0,0,0,0,0,0,0,0,0,380,1,0
"2993",2993,2993,2993,0,12.1119952045434,2,0,9,42,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,529.227662600329,0,7.80406012825676,12.231555005867,0,0,0,0,0,0,0,0,0,0,761,1,0
"2994",2994,2994,2994,1,16.1695245350102,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,449.294005132336,0,11.3233010955249,0,0,0,0,0,0,0,0,0,0,0,550,0,0
"2995",2995,2995,2995,1,12.9506978333508,6,0,46,15,55,23,28,20,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,398.941515688931,0,11.0806765260795,8.29223077917004,10.1474117796323,8.11225407772147,10.5774280615315,14.7281041532495,0,0,0,0,0,0,323,0,0
"2996",2996,2996,2996,0,11.970611159724,6,1,46,24,22,13,23,25,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,417.920674696679,0,11.0806765260795,9.51271047069275,9.80367878257245,10.7984362537483,8.11225407772147,11.0426857338776,0,0,0,0,0,7,508,1,0
"2997",2997,2997,2997,0,11.9720139331234,2,0,29,50,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,489.181877131065,0,10.7250079784901,11.1255603693714,0,0,0,0,0,0,0,0,0,0,584,1,0
"2998",2998,2998,2998,0,12.723830528961,2,0,25,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,343.741882275514,0,11.0426857338776,8.98849581602542,0,0,0,0,0,0,0,0,0,0,232,1,0
"2999",2999,2999,2999,0,11.6732903139796,3,0,49,25,33,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,463.936058822099,0,11.04926962007,11.0426857338776,9.91540359655629,0,0,0,0,0,0,0,0,0,549,1,0
"3000",3000,3000,3000,0,14.1403607505645,6,1,53,52,12,13,38,8,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,489.272575422664,0,9.64516503595887,12.6640188868136,12.6826547730217,10.7984362537483,9.73603882956232,12.3105226427771,0,0,0,0,0,1,698,1,0
"3001",3001,3001,3001,1,14.3863968551221,2,1,30,31,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,442.133400451656,0,10.1384996975031,11.3233010955249,0,0,0,0,0,0,0,0,0,5,561,0,0
"3002",3002,3002,3002,0,12.6070691840416,1,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,492.365814397937,0,11.8739321105798,0,0,0,0,0,0,0,0,0,0,14,596,1,0
"3003",3003,3003,3003,0,13.8554772712973,3,0,36,29,13,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,528.658748137952,0,11.8739321105798,10.7250079784901,10.7984362537483,0,0,0,0,0,0,0,0,0,749,1,0
"3004",3004,3004,3004,0,14.1168387383169,5,1,51,5,54,49,10,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,486.275053940374,0,11.5123969955704,11.2888051365165,11.336725230796,11.04926962007,8.80820170856509,0,0,0,0,0,0,6,689,1,0
"3005",3005,3005,3005,1,11.3030184733786,2,1,48,36,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,464.893225400846,0,12.6319687988971,11.8739321105798,0,0,0,0,0,0,0,0,0,3,419,0,0
"3006",3006,3006,3006,1,13.7864201800871,2,0,52,44,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,398.917325513614,0,12.6640188868136,11.3092300060931,0,0,0,0,0,0,0,0,0,0,320,0,0
"3007",3007,3007,3007,0,14.4792457091102,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,374.423582970779,0,10.7984362537483,0,0,0,0,0,0,0,0,0,0,0,382,1,0
"3008",3008,3008,3008,0,13.8691262747281,2,0,30,50,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,472.078091214802,0,10.1384996975031,11.1255603693714,0,0,0,0,0,0,0,0,0,0,496,1,0
"3009",3009,3009,3009,1,13.9158705132602,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,456.336113852595,0,6.76306352594885,9.54109737773958,0,0,0,0,0,0,0,0,0,15,610,0,0
"3010",3010,3010,3010,1,12.0957396014095,2,0,43,48,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,467.248494685019,0,8.84212216695445,12.6319687988971,0,0,0,0,0,0,0,0,0,0,474,0,0
"3011",3011,3011,3011,0,12.2658886407526,5,0,23,4,44,45,42,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,499.737061486618,0,8.11225407772147,6.76306352594885,11.3092300060931,8.63967659646806,12.231555005867,0,0,0,0,0,0,0,773,1,0
"3012",3012,3012,3012,0,12.208493419974,1,1,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,414.82094534353,0,11.3092300060931,0,0,0,0,0,0,0,0,0,0,16,335,1,0
"3013",3013,3013,3013,1,13.0468004689476,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,351.019677069946,0,11.2888051365165,7.80406012825676,0,0,0,0,0,0,0,0,0,0,354,0,0
"3014",3014,3014,3014,1,12.2209123753277,3,1,39,41,44,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,517.329050202634,0,9.11173690987654,10.6661166318245,11.3092300060931,0,0,0,0,0,0,0,0,9,752,0,0
"3015",3015,3015,3015,1,13.9647534361171,12,0,2,40,45,27,49,31,36,5,13,7,32,12,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,484.73412606797,10.945642594976,12.1012157080687,13.1075611039344,8.63967659646806,10.8196537490001,11.04926962007,11.3233010955249,11.8739321105798,11.2888051365165,10.7984362537483,9.60335949708028,12.6826547730217,0,694,0,0
"3016",3016,3016,3016,1,14.5173941246988,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,336.992960672005,0,8.80820170856509,0,0,0,0,0,0,0,0,0,0,5,210,0,0
"3017",3017,3017,3017,0,13.3415245628947,1,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,463.863768917829,0,10.1474117796323,0,0,0,0,0,0,0,0,0,0,0,310,1,0
"3018",3018,3018,3018,0,16.510071671439,2,0,30,23,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,422.155265616658,0,10.1384996975031,8.11225407772147,0,0,0,0,0,0,0,0,0,0,404,1,0
"3019",3019,3019,3019,1,10.4179891703968,2,0,49,36,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,434.007996352988,0,11.04926962007,11.8739321105798,0,0,0,0,0,0,0,0,0,0,502,0,0
"3020",3020,3020,3020,1,15.700446082846,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,350.210507910464,0,12.6418455693281,0,0,0,0,0,0,0,0,0,0,3,263,0,0
"3021",3021,3021,3021,0,15.3639608754301,2,0,56,3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,414.474852270115,0,11.2095714437702,9.54109737773958,0,0,0,0,0,0,0,0,0,0,458,1,0
"3022",3022,3022,3022,0,10.4727728989391,1,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,441.803548064769,0,9.60335949708028,0,0,0,0,0,0,0,0,0,0,0,403,1,0
"3023",3023,3023,3023,0,9.86552595327613,1,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,449.142829835505,0,11.8739321105798,0,0,0,0,0,0,0,0,0,0,22,501,1,0
"3024",3024,3024,3024,0,9.46619199133576,3,0,40,44,49,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,511.395002628442,0,13.1075611039344,11.3092300060931,11.04926962007,0,0,0,0,0,0,0,0,0,650,1,0
"3025",3025,3025,3025,0,15.0627655135068,2,0,44,34,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,452.327962643915,0,11.3092300060931,11.66787751479,0,0,0,0,0,0,0,0,0,0,395,1,0
"3026",3026,3026,3026,0,13.3394454423306,4,1,31,28,46,7,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,439.562282928189,0,11.3233010955249,10.5774280615315,11.0806765260795,10.945642594976,0,0,0,0,0,0,0,20,653,1,0
"3027",3027,3027,3027,1,9.71314055056279,5,0,14,33,35,6,31,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,340.159481757726,0,10.3871985168316,9.91540359655629,11.8696938380526,6.70776596349245,11.3233010955249,0,0,0,0,0,0,0,269,0,0
"3028",3028,3028,3028,0,12.501867720555,2,1,4,27,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,350.918595979402,0,6.76306352594885,10.8196537490001,0,0,0,0,0,0,0,0,0,19,338,1,0
"3029",3029,3029,3029,0,11.9861365582693,2,1,36,28,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,454.511949403222,0,11.8739321105798,10.5774280615315,0,0,0,0,0,0,0,0,0,9,570,1,0
"3030",3030,3030,3030,0,12.9445810219851,5,1,22,42,3,54,45,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,379.480329730698,0,9.80367878257245,12.231555005867,9.54109737773958,11.336725230796,8.63967659646806,0,0,0,0,0,0,4,210,1,0
"3031",3031,3031,3031,0,12.5035002945553,5,0,32,47,13,52,14,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,417.871710145855,0,9.60335949708028,7.17406798003331,10.7984362537483,12.6640188868136,10.3871985168316,0,0,0,0,0,0,0,395,1,0
"3032",3032,3032,3032,0,12.2260910998776,2,0,26,18,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,468.811506252653,0,8.83553574538857,4.43451517905847,0,0,0,0,0,0,0,0,0,0,647,1,0
"3033",3033,3033,3033,0,17.0023736835448,1,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,398.761987787829,0,10.1384996975031,0,0,0,0,0,0,0,0,0,0,0,438,1,0
"3034",3034,3034,3034,0,14.7042307988291,6,0,24,43,4,42,34,44,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,544.704448581554,0,9.51271047069275,8.84212216695445,6.76306352594885,12.231555005867,11.66787751479,11.3092300060931,0,0,0,0,0,0,732,1,0
"3035",3035,3035,3035,1,16.2069430107247,4,1,37,32,19,4,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,399.653508604434,0,14.0426112520509,9.60335949708028,13.9804579273837,6.76306352594885,0,0,0,0,0,0,0,18,316,0,0
"3036",3036,3036,3036,0,12.2182831946325,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,463.264853976287,0,6.76306352594885,0,0,0,0,0,0,0,0,0,0,0,624,1,0
"3037",3037,3037,3037,0,7.97162937350604,6,0,50,17,22,21,36,46,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,511.071041392002,0,11.1255603693714,9.51628646755361,9.80367878257245,8.71505503742822,11.8739321105798,11.0806765260795,0,0,0,0,0,0,685,1,0
"3038",3038,3038,3038,0,14.1837022637673,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342.96123728313,0,12.6826547730217,0,0,0,0,0,0,0,0,0,0,0,250,1,0
"3039",3039,3039,3039,2,11.5157011991871,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,374.075806951487,0,10.945642594976,0,0,0,0,0,0,0,0,0,0,0,394,0,1
"3040",3040,3040,3040,0,16.404014572114,6,0,38,52,8,7,35,47,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,356.547333280481,0,9.73603882956232,12.6640188868136,12.3105226427771,10.945642594976,11.8696938380526,7.17406798003331,0,0,0,0,0,0,214,1,0
"3041",3041,3041,3041,0,6.76176497024397,1,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,520.740669093545,0,11.8739321105798,0,0,0,0,0,0,0,0,0,0,11,700,1,0
"3042",3042,3042,3042,0,13.8947419756717,6,1,49,54,5,6,45,7,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,434.947466637917,0,11.04926962007,11.336725230796,11.2888051365165,6.70776596349245,8.63967659646806,10.945642594976,0,0,0,0,0,8,459,1,0
"3043",3043,3043,3043,1,15.6847643372305,4,0,29,47,34,35,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,353.628920213612,0,10.7250079784901,7.17406798003331,11.66787751479,11.8696938380526,0,0,0,0,0,0,0,0,305,0,0
"3044",3044,3044,3044,0,14.0394974634008,6,1,50,34,12,42,3,43,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,393.641777193443,0,11.1255603693714,11.66787751479,12.6826547730217,12.231555005867,9.54109737773958,8.84212216695445,0,0,0,0,0,10,466,1,0
"3045",3045,3045,3045,2,10.3141157972882,5,0,52,26,33,14,37,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,464.404826716664,0,12.6640188868136,8.83553574538857,9.91540359655629,10.3871985168316,14.0426112520509,0,0,0,0,0,0,0,538,0,1
"3046",3046,3046,3046,0,12.7877490591166,2,0,27,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,403.46041866643,0,10.8196537490001,11.2888051365165,0,0,0,0,0,0,0,0,0,0,341,1,0
"3047",3047,3047,3047,0,13.3929242411191,1,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,469.557546605213,0,8.83553574538857,0,0,0,0,0,0,0,0,0,0,0,566,1,0
"3048",3048,3048,3048,0,16.9869651970439,6,0,15,48,54,16,11,5,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,526.241821270057,0,8.29223077917004,12.6319687988971,11.336725230796,12.6418455693281,9.29957302994508,11.2888051365165,0,0,0,0,0,0,563,1,0
"3049",3049,3049,3049,0,13.2003962881758,2,1,3,54,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,504.855632464355,0,9.54109737773958,11.336725230796,0,0,0,0,0,0,0,0,0,4,703,1,0
"3050",3050,3050,3050,1,12.6690436661545,2,0,10,25,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,482.981781318998,0,8.80820170856509,11.0426857338776,0,0,0,0,0,0,0,0,0,0,598,0,0
"3051",3051,3051,3051,0,12.1016932576794,2,0,21,30,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,362.518542553306,0,8.71505503742822,10.1384996975031,0,0,0,0,0,0,0,0,0,0,239,1,0
"3052",3052,3052,3052,0,13.2170237591057,5,1,4,20,30,13,41,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,460.867832120474,0,6.76306352594885,14.7281041532495,10.1384996975031,10.7984362537483,10.6661166318245,0,0,0,0,0,0,19,542,1,0
"3053",3053,3053,3053,0,13.1557775605888,2,0,19,20,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,479.76661095732,0,13.9804579273837,14.7281041532495,0,0,0,0,0,0,0,0,0,0,617,1,0
"3054",3054,3054,3054,0,16.0573037683457,1,1,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,488.232443914983,0,12.6640188868136,0,0,0,0,0,0,0,0,0,0,16,542,1,0
"3055",3055,3055,3055,0,13.8962775617565,2,0,25,53,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,493.334902160354,0,11.0426857338776,9.64516503595887,0,0,0,0,0,0,0,0,0,0,513,1,0
"3056",3056,3056,3056,0,11.8301450077683,6,0,6,24,31,30,32,45,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,448.631955418345,0,6.70776596349245,9.51271047069275,11.3233010955249,10.1384996975031,9.60335949708028,8.63967659646806,0,0,0,0,0,0,528,1,0
"3057",3057,3057,3057,0,11.8481619602601,2,1,14,33,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,489.792933518752,0,10.3871985168316,9.91540359655629,0,0,0,0,0,0,0,0,0,5,624,1,0
"3058",3058,3058,3058,0,15.5772720331641,2,0,39,31,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,406.80042977483,0,9.11173690987654,11.3233010955249,0,0,0,0,0,0,0,0,0,0,543,1,0
"3059",3059,3059,3059,2,10.4271936242262,4,0,21,10,51,43,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,438.906069030072,0,8.71505503742822,8.80820170856509,11.5123969955704,8.84212216695445,0,0,0,0,0,0,0,0,432,0,1
"3060",3060,3060,3060,0,12.5131839347817,3,0,10,1,30,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,491.292430226032,0,8.80820170856509,8.98849581602542,10.1384996975031,0,0,0,0,0,0,0,0,0,785,1,0
"3061",3061,3061,3061,0,14.1256078959856,1,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,338.749747859354,0,8.11225407772147,0,0,0,0,0,0,0,0,0,0,0,226,1,0
"3062",3062,3062,3062,1,13.512895166142,2,0,48,21,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,485.39162058006,0,12.6319687988971,8.71505503742822,0,0,0,0,0,0,0,0,0,0,497,0,0
"3063",3063,3063,3063,1,8.44732201899788,1,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,348.298234437911,0,9.60335949708028,0,0,0,0,0,0,0,0,0,0,0,207,0,0
"3064",3064,3064,3064,1,14.1160118359793,2,0,42,23,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,408.426993527015,0,12.231555005867,8.11225407772147,0,0,0,0,0,0,0,0,0,0,468,0,0
"3065",3065,3065,3065,0,12.3299610650966,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484.424417661315,0,10.945642594976,0,0,0,0,0,0,0,0,0,0,0,771,1,0
"3066",3066,3066,3066,0,16.2854153236935,4,0,37,18,19,10,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,350.156534969944,0,14.0426112520509,4.43451517905847,13.9804579273837,8.80820170856509,0,0,0,0,0,0,0,0,304,1,0
"3067",3067,3067,3067,1,16.1402776736495,2,0,37,38,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,375.40132023682,0,14.0426112520509,9.73603882956232,0,0,0,0,0,0,0,0,0,0,332,0,0
"3068",3068,3068,3068,0,17.1639565275339,1,1,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,539.332667949633,0,11.04926962007,0,0,0,0,0,0,0,0,0,0,15,715,1,0
"3069",3069,3069,3069,1,11.7347480344246,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,359.040125862995,0,8.98849581602542,0,0,0,0,0,0,0,0,0,0,0,286,0,0
"3070",3070,3070,3070,2,12.76710830357,6,0,17,27,8,40,51,44,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,502.639222579038,0,9.51628646755361,10.8196537490001,12.3105226427771,13.1075611039344,11.5123969955704,11.3092300060931,0,0,0,0,0,0,581,0,1
"3071",3071,3071,3071,0,9.74623848523108,4,0,27,34,54,6,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,468.063207075688,0,10.8196537490001,11.66787751479,11.336725230796,6.70776596349245,0,0,0,0,0,0,0,0,595,1,0
